Open,High,Low,Close,Volume,OpenInt
59.03,59.056999999999995,58.983999999999995,59.048,13.86,0
58.505,58.505,58.461000000000006,58.505,15.22,0
58.882,58.882,58.533,58.652,18.2,0
58.873000000000005,58.873000000000005,58.552,58.552,5.61,0
58.691,58.716,58.691,58.706,26.48,0
58.901,58.93600000000001,58.901,58.93600000000001,19.09,0
59.371,59.371,59.371,59.371,1.86,0
59.693000000000005,59.756,59.683,59.756,12.56,0
59.803000000000004,59.848,59.747,59.821999999999996,15.92,0
59.784,59.83,59.784,59.83,31.26,0
59.903,59.903,59.896,59.896,13.22,0
60.93600000000001,60.943000000000005,60.833,60.833,12.79,0
61.349,61.349,60.521,60.657,9.9,0
60.853,60.853,60.566,60.566,17.39,0
60.373999999999995,60.373999999999995,60.336999999999996,60.336999999999996,18.28,0
60.123000000000005,60.143,60.043,60.133,41.65,0
60.227,60.263999999999996,60.227,60.263999999999996,19.09,0
60.282,60.648999999999994,60.163000000000004,60.235,27.49,0
60.272,60.383,60.18,60.373999999999995,24.43,0
60.373999999999995,60.373999999999995,60.373999999999995,60.373999999999995,3.84,0
61.055,61.063,60.99100000000001,61.016000000000005,25.38,0
60.93600000000001,60.998999999999995,60.93600000000001,60.998999999999995,5.99,0
60.766999999999996,60.961999999999996,60.758,60.952,35.79,0
60.831,60.981,60.57,60.57,16.64,0
60.637,60.637,60.637,60.637,1.38,0
60.486999999999995,60.784,60.42100000000001,60.784,9.96,0
60.821999999999996,60.961999999999996,60.821999999999996,60.916000000000004,3392.61,0
61.016999999999996,61.065,60.851000000000006,61.037,3282.24,0
61.167,61.513000000000005,61.167,61.503,30.27,0
61.503,61.503,61.503,61.503,1.08,0
61.895,62.324,61.662,61.736999999999995,34.72,0
61.736999999999995,61.747,61.596000000000004,61.625,48.71,0
61.103,61.176,61.103,61.111999999999995,399.7,0
61.138999999999996,61.765,61.085,61.196000000000005,19.34,0
63.023999999999994,63.023999999999994,60.869,61.905,36.94,0
60.793,61.027,58.443999999999996,58.443999999999996,66.89,0
61.176,61.345,61.176,61.233999999999995,12.66,0
61.457,61.457,61.159,61.196000000000005,24.99,0
61.438,61.523,61.363,61.523,56.42,0
61.065,61.075,60.748999999999995,60.748999999999995,27.14,0
60.998999999999995,61.148999999999994,60.998999999999995,61.103,13.16,0
61.085,61.363,61.047,61.24100000000001,24.47,0
61.747,61.747,61.541000000000004,61.615,14.21,0
61.717,61.717,61.717,61.717,3.95,0
61.905,61.905,61.747,61.793,25.1,0
61.438,61.523,61.438,61.523,17.47,0
62.101000000000006,62.101000000000006,61.373000000000005,61.503,24.44,0
61.483999999999995,61.483999999999995,61.483999999999995,61.483999999999995,9.68,0
61.111999999999995,61.111999999999995,61.027,61.103,30.51,0
60.299,60.299,60.282,60.282,7.33,0
59.684,59.684,59.684,59.684,6.54,0
59.946000000000005,59.982,59.937,59.982,13.16,0
59.964,60.729,59.489,60.729,36.06,0
59.507,59.918,59.507,59.523999999999994,17.13,0
59.703,59.703,59.003,59.003,48.25,0
58.863,59.468999999999994,57.847,59.135,23.37,0
59.637,59.637,59.637,59.637,2.91,0
59.56399999999999,59.637,59.301,59.422,52.93,0
59.89,60.131,59.656000000000006,59.992,97.35,0
59.955,59.955,59.723,59.89,12.61,0
60.879,60.879,60.879,60.879,2.39,0
60.626999999999995,61.159,60.626999999999995,61.159,33.84,0
61.119,61.119,60.672,60.672,2.73,0
61.457,61.503,61.075,61.43,19.06,0
60.952,60.952,60.952,60.952,5.49,0
61.69,61.69,61.67100000000001,61.67100000000001,6.42,0
60.831,60.841,60.831,60.841,5.86,0
61.335,61.438,61.148999999999994,61.148999999999994,8.14,0
61.382,61.382,61.382,61.382,7.62,0
61.559,61.559,61.288999999999994,61.335,44.6,0
61.662,61.662,61.42,61.42,7.86,0
61.18600000000001,61.317,60.93600000000001,61.317,20.31,0
61.119,61.119,60.972,60.972,33.54,0
61.111999999999995,61.167,60.916000000000004,61.129,22.46,0
61.047,61.047,61.008,61.008,5.81,0
60.869,60.869,60.617,60.617,11.13,0
60.608000000000004,60.608000000000004,60.338,60.542,22.42,0
60.841,61.093999999999994,60.841,60.916000000000004,48.64,0
61.288999999999994,61.288999999999994,60.952,60.952,23.47,0
60.533,60.637,60.385,60.608000000000004,82.24,0
60.02,60.328,59.851000000000006,60.291000000000004,14.53,0
60.272,60.617,60.226000000000006,60.58,33.52,0
59.843,59.898999999999994,59.843,59.898999999999994,11.1,0
59.618,59.972,59.618,59.972,10.18,0
59.871,59.871,58.901,59.723,32.83,0
59.077,59.574,59.077,59.574,13.08,0
58.808,58.808,58.808,58.808,6.23,0
56.662,58.257,56.662,58.09,40.45,0
58.611000000000004,58.611000000000004,58.611000000000004,58.611000000000004,10.12,0
58.808,59.376999999999995,58.808,59.376999999999995,22.47,0
58.556999999999995,58.556999999999995,58.556999999999995,58.556999999999995,3.96,0
58.556999999999995,58.901,58.415,58.631,34.4,0
57.437,57.437,57.045,57.045,14.45,0
57.493,57.493,56.531000000000006,56.923,24.59,0
56.708,56.708,53.34,53.34,9.94,0
55.7,56.242,54.302,56.242,14.02,0
56.961000000000006,57.091,56.428000000000004,56.428000000000004,9.13,0
56.98,56.98,56.98,56.98,1.76,0
57.613,58.126000000000005,55.934,57.81,103.51,0
57.876000000000005,57.876000000000005,57.641999999999996,57.641999999999996,12.09,0
58.35,58.565,58.31399999999999,58.489,18.19,0
58.48,58.742,58.48,58.713,11.92,0
58.005,58.601000000000006,58.005,58.247,32.37,0
59.33,59.368,58.901,59.368,6.05,0
59.208999999999996,59.368,59.208999999999996,59.368,4.25,0
59.918,60.385,59.918,60.385,34.04,0
60.365,60.365,60.365,60.365,4.65,0
60.093999999999994,60.121,59.89,60.121,11.0,0
60.43899999999999,60.43899999999999,59.748999999999995,60.114,11.15,0
60.458,60.458,60.254,60.375,5.79,0
60.346000000000004,60.346000000000004,60.233999999999995,60.233999999999995,5.4,0
60.468,60.468,60.233999999999995,60.375,13.13,0
60.385,60.385,60.365,60.365,3.08,0
60.758,60.758,60.403999999999996,60.448,36.71,0
60.505,60.505,60.505,60.505,6.61,0
60.681999999999995,60.961999999999996,60.653999999999996,60.692,36.88,0
60.216,60.57,60.216,60.57,23.16,0
60.496,60.496,60.496,60.496,4.94,0
61.382,61.391000000000005,61.159,61.159,12.81,0
61.363,61.411,61.28,61.28,39.02,0
61.474,62.035,61.345,61.483999999999995,106.56,0
61.596000000000004,61.606,61.474,61.474,6.79,0
60.821999999999996,61.345,60.681999999999995,61.335,698.82,0
61.448,61.69,61.391000000000005,61.69,84.45,0
61.503,62.026,61.503,62.026,24.94,0
61.998000000000005,61.998000000000005,61.858000000000004,61.858000000000004,7.22,0
61.931999999999995,61.951,61.644,61.67100000000001,10.89,0
61.513000000000005,61.699,61.288999999999994,61.67100000000001,31.73,0
61.093999999999994,62.053999999999995,60.43,61.82,63.26,0
61.119,61.298,60.318000000000005,61.148999999999994,107.39,0
60.412,61.717,59.851000000000006,60.394,28.06,0
59.898999999999994,59.908,58.93600000000001,58.93600000000001,14.11,0
58.799,58.808,58.537,58.78,23.37,0
58.956,59.61,58.023999999999994,58.975,121.44,0
58.76,60.263999999999996,58.76,59.955,27.38,0
60.851000000000006,60.851000000000006,60.851000000000006,60.851000000000006,4.87,0
61.326,61.543,61.119,61.543,27.35,0
61.6,61.985,60.378,61.797,234.13,0
61.928999999999995,62.278,61.6,62.278,169.1,0
61.958,62.07,61.552,62.07,28.69,0
61.985,61.995,61.007,61.995,19.34,0
61.816,62.202,61.751999999999995,61.788000000000004,81.63,0
61.825,63.143,60.228,61.797,70.81,0
61.816,61.873000000000005,60.34,61.102,73.62,0
61.083999999999996,61.083999999999996,61.083999999999996,61.083999999999996,5.69,0
60.527,60.527,59.54,59.821999999999996,28.39,0
60.31100000000001,60.31100000000001,58.75899999999999,59.606,76.69,0
59.522,60.132,59.522,59.992,43.28,0
60.82899999999999,61.206,60.321000000000005,61.093,151.96,0
60.273999999999994,60.781000000000006,60.152,60.781000000000006,51.6,0
